distance,destination_dict,source_dict,name_dict,cab_type_dict,price
1.03,7,6,10,1,7.0
1.03,7,6,12,1,7.0
2.14,0,9,5,0,9.0
4.46,4,2,6,0,22.5
4.46,4,2,5,0,10.5
4.46,4,2,3,0,32.5
1.61,5,10,10,1,12.5
1.61,5,10,11,1,20.5
1.61,5,10,1,1,27.5
1.61,5,10,9,1,12.5
2.43,1,8,5,0,9.0
2.43,1,8,3,0,22.5
3.45,9,0,9,1,10.0
2.47,1,3,3,0,22.5
2.47,1,3,6,0,13.5
1.23,6,11,1,1,27.5
6.26,9,0,1,1,47.0
0.63,4,9,12,1,7.0
0.61,11,5,11,1,15.5
1.12,8,0,6,0,10.5
1.12,8,0,5,0,7.0
1.12,8,0,2,0,10.5
1.11,4,6,4,0,26.0
1.11,4,6,6,0,13.5
1.11,4,6,7,0,3.5
1.22,10,5,7,0,5.0
2.04,9,11,7,0,5.0
1.75,5,10,6,0,13.5
1.75,5,10,7,0,5.0
2.5,8,1,6,0,22.5
2.5,8,1,5,0,16.5
2.5,8,1,2,0,27.5
2.5,8,1,4,0,55.0
1.55,10,6,3,0,19.5
0.82,4,5,11,1,15.0
2.88,2,11,2,0,19.5
2.48,1,9,2,0,19.5
0.4,7,5,9,1,7.0
0.4,7,5,10,1,7.0
1.32,5,1,7,0,3.5
2.0,10,8,6,0,19.5
1.8,1,6,2,0,16.5
1.8,1,6,3,0,22.5
3.09,8,11,5,0,11.0
1.25,5,4,10,1,8.0
1.23,5,1,11,1,12.5
1.13,10,9,2,0,13.5
1.21,6,4,9,1,7.5
1.35,6,1,0,1,17.5
1.35,6,1,1,1,26.5
2.98,10,2,5,0,13.5
2.98,10,2,2,0,22.5
1.44,2,0,12,1,9.5
1.44,2,0,10,1,9.5
1.21,6,4,12,1,7.0
2.55,10,8,7,0,7.0
2.72,11,8,7,0,7.0
3.89,4,3,5,0,22.5
3.89,4,3,7,0,16.5
2.32,3,1,9,1,10.0
2.32,3,1,10,1,11.5
2.06,8,1,6,0,13.5
2.06,8,1,7,0,5.0
2.46,1,3,3,0,22.5
1.24,5,4,2,0,13.5
4.72,4,2,0,1,29.0
2.07,10,6,11,1,17.5
1.02,6,4,5,0,7.0
3.01,2,7,9,1,9.0
3.01,2,7,1,1,29.5
2.79,1,2,9,1,8.5
1.08,4,6,7,0,5.0
2.78,8,7,0,1,21.5
1.79,0,5,11,1,15.0
1.79,0,5,12,1,9.5
1.79,0,5,0,1,20.5
1.34,3,0,1,1,27.0
2.63,8,1,11,1,17.5
2.61,1,8,12,1,9.5
1.06,8,0,4,0,26.0
1.06,8,0,5,0,7.0
6.26,9,0,11,1,20.5
1.3,10,9,12,1,10.5
0.49,7,5,1,1,27.5
1.62,0,2,3,0,19.5
2.32,3,1,9,1,8.5
1.25,5,4,0,1,15.5
3.24,7,8,12,1,11.5
4.16,4,8,7,0,9.0
4.16,4,8,3,0,32.5
1.4,3,0,5,0,13.5
1.4,3,0,2,0,22.5
1.4,3,0,4,0,47.5
1.4,3,0,3,0,30.0
1.56,0,2,12,1,7.5
2.32,3,1,11,1,15.0
2.0,8,1,5,0,9.0
0.91,1,5,12,1,7.0
0.62,11,5,1,1,27.5
1.48,2,0,7,0,3.5
2.3,8,10,6,0,22.5
2.57,1,9,2,0,16.5
2.57,1,9,6,0,13.5
2.33,6,0,10,1,9.5
3.16,2,7,4,0,34.0
1.13,10,9,5,0,7.0
1.13,10,9,6,0,13.5
2.51,10,3,3,0,26.0
2.32,5,0,0,1,19.5
2.32,5,0,1,1,29.5
1.64,0,8,12,1,9.5
1.14,4,6,5,0,7.0
1.14,4,6,2,0,13.5
0.55,9,10,9,1,7.5
0.55,9,10,10,1,7.0
0.55,9,10,12,1,7.0
1.1,10,9,5,0,7.0
1.1,10,9,6,0,13.5
3.44,0,6,4,0,38.0
2.02,11,9,6,0,13.5
2.4,1,9,6,0,13.5
3.06,7,3,10,1,11.5
4.74,4,2,10,1,12.5
2.45,8,4,9,1,10.0
2.45,8,4,1,1,31.5
2.66,10,3,12,1,9.5
3.22,7,8,12,1,12.0
2.07,0,2,3,0,22.5
1.73,9,11,3,0,19.5
3.15,8,11,9,1,10.0
1.01,5,4,6,0,10.5
2.8,2,11,11,1,17.5
0.99,7,6,4,0,27.5
1.34,3,0,11,1,11.5
4.48,3,4,10,1,12.0
0.94,6,7,0,1,16.0
0.94,6,7,10,1,7.0
0.94,6,7,9,1,7.0
4.48,3,4,10,1,13.0
2.31,0,5,4,0,34.0
2.31,0,5,3,0,26.0
1.87,6,1,1,1,27.5
2.16,10,8,5,0,11.0
2.16,10,8,7,0,7.0
2.16,10,8,4,0,34.0
2.58,1,9,9,1,13.0
4.72,4,2,11,1,23.0
4.72,4,2,9,1,9.5
1.86,11,9,5,0,11.0
3.21,7,3,6,0,19.5
2.33,5,0,3,0,22.5
2.33,5,0,2,0,16.5
4.08,4,8,6,0,22.5
0.75,5,11,6,0,10.5
2.58,1,9,12,1,10.5
1.57,6,10,11,1,11.5
1.75,6,10,7,0,5.0
3.64,4,3,9,1,9.0
3.1,8,11,6,0,16.5
2.82,11,3,4,0,34.0
2.39,9,1,2,0,19.5
2.84,3,11,0,1,24.0
1.5,0,3,0,1,16.0
3.01,2,7,9,1,10.0
1.74,6,1,6,0,13.5
3.31,8,7,7,0,7.0
3.31,8,7,6,0,19.5
1.74,7,9,2,0,16.5
2.86,8,10,6,0,19.5
2.86,8,10,4,0,38.5
4.59,4,2,7,0,9.0
4.59,4,2,6,0,22.5
5.42,2,4,7,0,11.0
5.42,2,4,6,0,22.5
5.42,2,4,5,0,13.5
1.61,5,10,1,1,29.5
1.61,5,10,12,1,10.5
1.61,5,10,10,1,10.5
1.08,8,0,6,0,11.0
3.08,8,11,9,1,10.0
2.48,9,1,12,1,8.5
1.31,5,1,7,0,5.0
1.31,5,1,2,0,13.5
1.23,6,11,1,1,27.5
1.48,6,1,2,0,16.5
1.34,3,0,9,1,8.5
1.16,10,5,1,1,26.5
0.99,4,5,1,1,27.0
1.19,6,7,1,1,26.0
2.73,2,10,12,1,10.5
4.48,3,4,0,1,32.5
1.57,6,10,9,1,7.5
1.61,5,10,1,1,27.0
0.55,9,10,12,1,7.5
0.55,9,10,9,1,7.5
2.59,9,0,3,0,26.0
2.59,9,0,6,0,16.5
2.59,9,0,2,0,19.5
2.48,10,3,6,0,16.5
2.48,10,3,2,0,19.5
3.07,7,3,12,1,10.5
2.66,3,10,10,1,10.5
1.08,6,7,10,1,7.5
1.08,6,7,11,1,11.5
1.08,6,7,0,1,16.0
1.08,6,7,12,1,7.5
3.01,2,7,0,1,24.5
4.38,4,3,3,0,30.0
1.51,0,2,11,1,14.0
1.42,3,0,5,0,9.0
1.53,0,8,7,0,7.0
1.53,0,8,5,0,9.0
1.61,5,10,12,1,10.5
1.61,5,10,1,1,28.0
2.94,3,11,7,0,7.0
2.94,3,11,2,0,22.5
2.94,3,11,5,0,10.5
2.46,1,3,0,1,22.0
1.44,0,3,2,0,13.5
1.44,0,3,4,0,26.0
1.16,10,5,0,1,17.5
0.94,6,7,12,1,8.5
0.94,6,7,0,1,15.5
0.94,6,7,1,1,27.0
0.94,6,7,9,1,7.0
3.79,5,0,11,1,17.0
3.79,5,0,0,1,23.0
3.1,7,3,0,1,27.5
1.08,8,0,2,0,13.5
2.48,9,1,0,1,19.5
3.13,2,7,4,0,32.5
3.13,2,7,3,0,27.5
2.64,0,6,3,0,30.0
2.64,0,6,7,0,7.0
2.64,0,6,2,0,22.5
1.05,6,7,3,0,16.5
3.3,8,7,1,1,36.0
2.41,9,1,4,0,55.0
2.41,9,1,2,0,27.5
1.71,9,11,0,1,20.5
2.43,6,1,11,1,16.0
2.43,6,1,9,1,8.5
1.71,11,9,5,0,9.0
1.64,0,8,1,1,26.5
1.64,0,8,0,1,17.5
1.94,10,8,12,1,7.5
1.37,9,0,7,0,3.0
2.92,8,10,4,0,42.5
2.92,8,10,2,0,26.0
2.65,1,2,6,0,16.5
2.65,1,2,7,0,7.0
2.65,1,2,2,0,19.5
2.27,2,1,1,1,26.5
2.27,2,1,9,1,9.0
2.52,0,6,7,0,5.0
2.52,0,6,5,0,10.5
1.64,0,8,9,1,8.5
2.72,10,3,6,0,16.5
2.72,10,3,4,0,32.5
1.78,0,5,11,1,14.0
1.78,0,5,12,1,9.5
0.72,5,11,0,1,15.5
0.71,9,10,3,0,16.5
0.71,9,10,7,0,3.5
2.65,1,9,6,0,13.5
2.65,1,9,3,0,22.5
2.65,1,9,7,0,7.0
0.76,5,11,4,0,27.5
0.76,5,11,3,0,16.5
3.49,7,2,6,0,19.5
1.01,4,5,6,0,10.5
2.68,10,3,2,0,19.5
1.08,6,7,11,1,12.0
1.08,6,7,10,1,6.5
1.61,5,10,0,1,19.5
3.07,7,3,12,1,11.5
3.07,7,3,11,1,19.5
0.39,9,4,9,1,5.5
1.91,10,8,12,1,8.0
1.25,5,4,11,1,13.0
1.3,10,9,0,1,17.0
3.44,0,9,12,1,11.5
0.58,4,9,5,0,7.0
0.58,4,9,4,0,27.5
1.18,10,5,9,1,8.5
4.47,4,2,12,1,22.0
4.47,4,2,10,1,22.0
1.35,11,6,0,1,16.5
1.35,11,6,9,1,8.5
5.56,2,4,0,1,36.5
2.61,1,8,9,1,7.5
1.21,11,6,7,0,5.0
1.21,11,6,5,0,9.0
1.36,1,5,10,1,9.0
1.96,10,8,4,0,57.5
3.05,11,2,5,0,10.5
1.71,3,0,3,0,19.5
1.43,0,3,3,0,26.0
1.08,6,7,0,1,15.0
2.52,8,1,6,0,16.5
2.52,8,1,3,0,22.5
3.47,7,2,4,0,38.0
2.31,5,0,7,0,7.0
4.42,4,3,9,1,15.5
4.42,4,3,10,1,16.0
4.42,4,3,11,1,25.0
2.54,8,1,0,1,21.5
2.54,8,1,12,1,10.5
3.31,8,7,2,0,19.5
2.48,1,6,3,0,22.5
2.66,3,10,0,1,20.5
3.44,0,9,1,1,34.0
1.73,6,10,7,0,7.0
1.73,6,10,4,0,30.0
1.73,6,10,6,0,13.5
4.58,3,4,7,0,9.0
1.16,11,6,10,1,7.5
1.18,10,5,4,0,27.5
2.37,0,5,2,0,19.5
2.37,0,5,5,0,10.5
4.52,4,3,5,0,13.5
1.05,4,5,2,0,10.5
6.27,9,0,0,1,27.5
1.5,0,3,9,1,8.5
1.5,0,3,1,1,25.5
2.32,5,0,9,1,9.0
2.71,11,3,12,1,11.5
2.71,11,3,11,1,17.5
2.71,11,3,9,1,8.5
3.42,7,2,9,1,9.0
1.79,1,6,9,1,8.5
0.72,5,11,10,1,7.5
0.72,5,11,9,1,8.0
0.92,4,5,2,0,10.5
3.07,8,11,3,0,27.5
2.48,1,3,1,1,34.0
1.63,11,9,10,1,8.5
1.46,0,8,4,0,26.0
1.46,0,8,5,0,7.0
1.24,1,5,4,0,26.0
1.24,1,5,7,0,7.0
3.15,8,11,1,1,36.0
2.5,1,9,11,1,18.5
2.5,1,9,10,1,11.5
2.12,6,7,0,1,18.5
2.78,11,3,6,0,16.5
2.43,1,6,5,0,9.0
1.03,7,6,12,1,7.5
1.03,7,6,10,1,7.5
3.42,8,7,10,1,10.5
2.32,5,0,12,1,11.5
2.42,1,8,5,0,10.5
3.43,8,4,5,0,10.5
2.54,8,1,4,0,30.0
1.64,0,8,9,1,8.5
1.22,8,0,9,1,7.5
3.0,3,11,3,0,26.0
2.48,9,1,0,1,19.5
0.45,9,4,3,0,16.5
2.07,9,7,6,0,13.5
2.07,9,7,2,0,16.5
2.3,2,1,5,0,10.5
2.3,2,1,4,0,32.5
1.72,6,10,4,0,32.5
2.72,10,3,5,0,11.0
2.72,10,3,7,0,7.0
1.34,3,0,9,1,7.5
1.72,5,10,4,0,27.5
1.1,6,11,3,0,16.5
1.1,6,11,7,0,3.5
1.1,6,11,5,0,7.0
2.79,1,2,12,1,9.5
2.79,1,2,9,1,8.5
1.16,11,6,11,1,12.5
1.16,11,6,9,1,7.0
1.9,1,6,0,1,19.5
1.9,1,6,1,1,26.5
3.07,6,0,4,0,34.0
2.72,11,3,11,1,15.0
0.75,5,11,4,0,27.5
4.62,4,2,5,0,13.5
4.62,4,2,2,0,27.5
4.62,4,2,6,0,22.5
3.28,0,5,12,1,13.0
3.42,8,4,7,0,3.5
3.42,8,4,6,0,16.5
4.77,2,10,6,0,22.5
3.0,6,0,2,0,19.5
3.39,7,2,10,1,9.5
1.06,8,0,6,0,11.0
2.19,6,1,11,1,12.5
2.65,10,3,10,1,11.5
2.65,10,3,11,1,19.5
1.22,10,9,6,0,10.5
2.93,10,2,2,0,22.5
1.56,0,2,1,1,27.0
2.92,10,2,5,0,11.0
0.91,1,5,12,1,7.5
1.22,8,0,11,1,10.5
1.22,8,0,10,1,7.0
1.45,6,1,7,0,3.5
2.72,10,3,4,0,62.5
2.72,10,3,2,0,34.0
2.94,3,11,3,0,22.5
1.2,10,9,2,0,13.5
1.2,10,9,6,0,10.5
1.2,10,9,7,0,5.0
2.28,2,1,11,1,19.5
2.28,2,1,9,1,9.0
2.28,2,1,1,1,31.5
2.28,2,1,0,1,21.5
2.75,1,2,7,0,7.0
2.75,1,2,6,0,16.5
3.07,8,11,2,0,19.5
1.02,4,5,5,0,7.0
2.72,11,3,9,1,13.0
1.61,5,10,1,1,26.0
1.5,0,3,0,1,17.0
3.23,3,10,4,0,45.5
2.72,11,3,11,1,17.0
0.72,5,11,12,1,7.0
0.72,5,11,0,1,16.0
2.47,1,9,6,0,16.5
3.45,8,4,4,0,32.5
3.45,8,4,3,0,27.5
3.69,3,4,6,0,22.5
4.56,3,4,4,0,42.5
6.91,4,8,0,1,38.0
1.57,6,10,10,1,13.5
1.56,0,2,9,1,6.5
1.56,0,2,11,1,12.5
3.15,8,11,0,1,26.0
5.42,2,4,7,0,11.0
5.42,2,4,3,0,38.0
4.44,2,4,11,1,22.5
4.44,2,4,0,1,30.5
4.44,2,4,1,1,42.0
4.44,2,4,9,1,12.0
3.18,7,8,7,0,7.0
3.18,7,8,5,0,11.0
3.13,7,8,0,1,26.5
3.13,7,8,11,1,18.5
3.08,8,11,9,1,8.0
0.43,9,4,6,0,10.5
0.43,9,4,5,0,7.0
2.89,0,6,5,0,10.5
2.89,0,6,2,0,22.5
1.94,10,8,0,1,20.5
1.94,10,8,10,1,11.0
1.5,0,3,9,1,7.0
4.39,8,4,7,0,10.5
4.39,8,4,3,0,32.5
3.3,8,7,9,1,10.0
4.62,4,2,3,0,34.0
4.62,4,2,6,0,22.5
2.01,10,8,4,0,30.0
3.53,7,2,3,0,26.0
3.53,7,2,5,0,11.0
1.0,6,11,11,1,13.5
3.04,11,2,0,1,25.0
0.39,9,4,0,1,15.0
3.18,3,7,2,0,19.5
2.5,1,8,7,0,7.0
3.1,8,11,4,0,34.0
3.1,8,11,5,0,11.0
3.1,8,11,6,0,16.5
2.88,2,11,7,0,9.0
1.74,1,6,2,0,16.5
1.74,1,6,4,0,30.0
0.54,4,9,0,1,15.0
0.54,4,9,1,1,27.5
1.31,1,5,2,0,13.5
1.31,1,5,7,0,3.5
2.61,1,9,6,0,16.5
5.39,2,4,7,0,11.0
2.98,10,2,7,0,7.0
1.25,11,6,4,0,26.0
3.44,0,9,10,1,10.5
2.27,2,1,0,1,20.5
2.67,1,6,1,1,31.5
1.75,11,9,5,0,9.0
3.29,0,9,2,0,22.5
3.29,0,9,7,0,5.0
1.71,9,11,12,1,8.5
2.29,2,1,7,0,3.5
2.08,6,1,6,0,13.5
2.66,10,3,9,1,11.0
3.14,3,10,2,0,22.5
1.16,10,5,9,1,8.0
2.27,2,1,2,0,16.5
2.27,2,1,5,0,9.0
2.86,11,8,0,1,25.0
1.16,10,5,10,1,7.5
2.39,5,0,6,0,19.5
3.01,2,7,11,1,18.5
2.27,2,1,10,1,9.5
2.27,2,1,11,1,15.0
0.86,5,11,6,0,11.0
2.45,10,2,10,1,9.5
2.45,10,2,12,1,9.5
2.79,1,2,1,1,37.5
2.47,1,3,1,1,32.5
1.24,11,6,5,0,9.0
1.24,11,6,6,0,13.5
0.66,4,9,5,0,7.0
1.71,11,9,1,1,27.0
1.24,10,5,2,0,13.5
2.59,1,8,1,1,28.5
3.41,8,4,7,0,7.0
1.79,1,6,11,1,15.5
1.79,1,6,10,1,10.5
2.94,3,11,3,0,26.0
3.21,3,10,6,0,16.5
1.4,2,0,1,1,23.0
2.95,3,11,3,0,22.5
2.95,3,11,7,0,7.0
0.56,5,7,9,1,5.5
2.91,10,2,5,0,13.5
2.91,10,2,4,0,45.5
0.74,5,7,4,0,27.5
2.48,9,1,0,1,20.5
2.48,9,1,10,1,8.5
3.45,9,0,9,1,11.0
3.53,0,9,10,1,10.5
2.66,6,0,2,0,19.5
2.86,11,8,12,1,13.5
2.86,11,8,10,1,13.5
2.86,11,8,11,1,25.0
2.42,0,5,6,0,16.5
2.42,0,5,2,0,19.5
0.67,4,9,7,0,3.0
0.57,7,5,7,0,3.0
1.67,5,10,3,0,19.5
2.45,8,1,7,0,9.0
0.63,4,9,12,1,7.0
0.63,4,9,11,1,9.5
4.55,4,8,10,1,12.0
4.55,4,8,11,1,20.5
1.3,10,9,1,1,27.5
1.31,1,5,5,0,7.0
1.62,0,8,11,1,13.0
1.62,0,8,1,1,26.5
1.86,6,11,10,1,9.0
2.8,2,11,1,1,28.5
2.08,9,7,7,0,7.0
3.53,0,9,10,1,26.0
2.98,10,2,9,1,12.0
2.5,8,1,6,0,16.5
2.5,8,1,7,0,7.0
1.74,5,10,2,0,16.5
1.74,5,10,7,0,3.5
7.46,8,4,1,1,48.0
1.3,10,9,11,1,14.5
2.34,0,6,12,1,10.5
2.34,0,6,10,1,10.5
0.55,7,5,4,0,26.0
0.55,7,5,5,0,7.0
0.49,7,5,10,1,7.0
1.41,2,0,10,1,7.5
1.41,2,0,1,1,26.0
1.41,2,0,0,1,15.0
2.27,2,1,0,1,20.5
2.36,5,1,9,1,10.0
2.36,5,1,12,1,9.5
3.46,7,2,4,0,38.5
3.46,7,2,2,0,22.5
3.46,7,2,6,0,22.5
0.53,7,5,3,0,16.5
2.5,0,6,6,0,19.5
2.5,0,6,3,0,27.5
3.16,3,7,3,0,27.5
3.16,3,7,2,0,19.5
1.47,2,0,6,0,13.5
1.21,6,4,0,1,16.0
1.21,6,4,11,1,10.5
1.21,6,4,9,1,7.0
1.99,11,9,6,0,16.5
1.45,2,0,4,0,26.0
1.45,2,0,2,0,13.5
2.74,11,9,12,1,13.0
5.7,2,4,11,1,27.0
5.7,2,4,1,1,48.5
1.65,1,6,12,1,9.0
1.65,1,6,0,1,19.5
3.14,11,2,5,0,9.0
2.39,1,3,4,0,30.0
2.39,1,3,5,0,9.0
3.01,2,7,11,1,17.5
1.22,10,5,2,0,13.5
1.22,10,5,6,0,10.5
2.43,1,3,5,0,10.5
1.63,11,9,11,1,14.0
1.63,11,9,0,1,19.0
5.7,2,4,12,1,15.0
0.55,9,10,12,1,7.0
3.08,8,11,0,1,25.0
3.08,8,11,12,1,11.0
1.11,11,6,9,1,5.5
2.98,10,2,12,1,10.5
0.49,7,5,9,1,7.0
0.49,7,5,0,1,15.0
2.31,3,1,4,0,27.5
2.31,3,1,3,0,22.5
2.72,11,3,0,1,20.0
2.72,11,3,12,1,9.5
1.35,5,1,2,0,13.5
2.66,10,3,1,1,30.5
2.66,10,3,0,1,22.0
1.34,3,0,1,1,26.5
3.11,8,11,6,0,16.5
2.25,5,0,2,0,16.5
0.56,11,5,4,0,27.5
1.44,9,11,6,0,13.5
0.8,4,5,11,1,9.5
2.36,9,1,6,0,22.5
2.36,9,1,7,0,7.0
2.36,9,1,5,0,13.5
2.72,11,3,0,1,22.5
3.22,7,8,0,1,22.5
3.22,7,8,10,1,11.5
1.4,1,5,5,0,7.0
1.41,10,6,0,1,20.5
3.22,7,3,6,0,16.5
3.13,2,7,4,0,34.0
3.13,2,7,3,0,26.0
0.99,4,5,10,1,7.0
0.99,4,5,10,1,8.0
3.17,3,10,6,0,19.5
3.17,3,10,5,0,10.5
3.17,6,0,12,1,10.5
3.17,6,0,9,1,10.0
4.55,4,8,12,1,13.0
4.55,4,8,10,1,13.0
0.56,5,7,9,1,6.0
0.56,5,7,10,1,7.5
1.61,5,10,0,1,17.5
1.61,5,10,10,1,8.5
2.48,1,3,1,1,29.5
1.79,1,6,10,1,9.0
1.79,1,6,1,1,27.0
1.79,1,6,9,1,9.0
2.49,3,1,6,0,13.5
2.49,3,1,4,0,30.0
1.71,9,11,12,1,7.0
1.71,9,11,1,1,26.0
1.71,9,11,11,1,13.0
3.03,10,2,4,0,34.0
1.27,1,5,2,0,13.5
1.94,10,8,9,1,7.0
0.72,5,11,1,1,26.5
3.05,3,7,1,1,29.5
0.75,5,11,3,0,16.5
1.72,5,10,6,0,13.5
1.78,6,10,3,0,22.5
1.71,11,9,6,0,16.5
1.55,10,6,4,0,27.5
1.18,10,9,2,0,16.5
1.18,10,9,6,0,13.5
1.38,1,5,5,0,7.0
4.48,3,4,10,1,13.0
3.08,1,8,0,1,21.5
2.35,7,9,2,0,16.5
3.44,0,9,11,1,16.0
3.63,4,3,0,1,29.0
2.46,1,3,9,1,9.0
2.17,9,7,11,1,13.5
2.17,9,7,10,1,8.5
2.15,0,9,3,0,22.5
3.22,7,8,1,1,34.0
1.77,1,6,3,0,19.5
1.77,1,6,6,0,13.5
3.21,3,7,6,0,16.5
2.38,7,9,9,1,9.0
0.69,5,11,6,0,10.5
0.69,5,11,2,0,10.5
1.62,0,8,10,1,8.0
1.62,0,8,9,1,6.5
1.62,0,8,11,1,12.0
2.84,11,3,5,0,9.0
1.94,10,8,9,1,7.5
1.94,10,8,10,1,8.0
1.94,10,8,1,1,27.5
1.21,6,4,10,1,7.5
1.78,6,10,5,0,9.0
1.78,6,10,7,0,7.0
3.15,2,7,4,0,32.5
2.42,2,1,6,0,13.5
2.84,0,6,10,1,13.0
1.36,1,5,5,0,7.0
1.43,3,0,2,0,16.5
1.43,3,0,5,0,9.0
1.41,10,6,10,1,8.5
3.34,11,8,9,1,10.0
1.41,10,6,12,1,8.0
5.29,2,4,4,0,45.5
5.29,2,4,2,0,27.5
1.34,3,0,0,1,16.5
1.64,0,8,12,1,8.0
1.64,0,8,10,1,8.0
2.27,2,1,11,1,15.0
1.25,10,5,3,0,16.5
2.83,0,6,7,0,7.0
2.36,2,1,3,0,22.5
2.46,1,3,11,1,16.0
2.1,6,1,5,0,9.0
2.1,6,1,3,0,19.5
1.16,10,5,11,1,12.5
1.16,10,5,12,1,8.5
2.27,2,1,12,1,9.5
2.27,2,1,1,1,27.0
1.24,10,5,4,0,27.5
1.24,10,5,2,0,13.5
2.84,2,11,5,0,11.0
2.52,10,3,6,0,16.5
1.74,9,11,6,0,13.5
1.26,6,4,4,0,26.0
2.11,0,9,4,0,30.0
1.25,5,4,1,1,26.0
1.37,5,1,5,0,9.0
4.03,4,8,4,0,38.5
4.03,4,8,2,0,27.5
5.39,2,4,7,0,11.0
1.68,9,0,0,1,18.5
0.67,11,5,6,0,9.0
3.15,3,7,5,0,9.0
3.0,8,11,3,0,27.5
1.56,10,6,3,0,19.5
1.56,10,6,6,0,13.5
0.39,9,4,10,1,7.0
0.39,9,4,12,1,7.0
3.11,2,7,2,0,22.5
1.06,8,0,7,0,5.0
2.35,5,0,12,1,9.5
0.71,11,5,2,0,10.5
2.01,10,8,7,0,7.0
1.61,5,10,0,1,16.5
1.61,5,10,11,1,12.5
2.41,8,1,5,0,9.0
3.36,8,7,5,0,11.0
1.36,1,5,6,0,10.5
3.28,8,7,4,0,38.5
1.08,8,0,1,1,26.0
1.08,8,0,9,1,6.5
3.9,4,8,3,0,34.0
3.9,4,8,2,0,26.0
4.72,4,2,1,1,40.5
4.72,4,2,0,1,30.5
0.55,11,5,3,0,16.5
0.55,11,5,7,0,5.0
1.36,1,5,0,1,15.0
3.1,2,10,5,0,10.5
3.1,2,10,6,0,16.5
3.1,2,10,3,0,27.5
3.1,2,10,4,0,32.5
2.07,8,1,6,0,13.5
2.13,9,7,4,0,27.5
2.13,9,7,3,0,19.5
2.86,11,8,0,1,20.5
0.78,5,11,4,0,26.0
0.78,5,11,7,0,5.0
4.55,4,8,1,1,38.5
1.32,5,1,4,0,26.0
1.32,5,1,5,0,7.0
1.39,2,0,11,1,15.0
3.24,0,9,2,0,30.0
2.78,0,6,2,0,22.5
2.78,0,6,7,0,7.0
0.91,4,5,2,0,11.0
2.57,8,1,6,0,13.5
0.99,4,5,11,1,11.5
0.99,4,5,12,1,7.5
4.18,4,8,4,0,42.5
1.73,6,1,3,0,19.5
1.77,1,6,3,0,22.5
1.77,1,6,5,0,10.5
1.68,9,0,11,1,14.0
1.68,9,0,12,1,8.5
3.37,8,7,11,1,18.0
2.5,3,1,2,0,16.5
3.15,2,7,7,0,5.0
3.07,11,2,3,0,27.5
2.98,10,2,1,1,31.5
2.98,10,2,12,1,15.0
2.98,10,2,0,1,22.5
1.21,6,4,12,1,14.0
1.21,6,4,0,1,16.0
1.56,0,2,12,1,8.0
0.63,4,9,4,0,27.5
3.24,7,8,11,1,21.0
3.08,7,3,11,1,20.5
2.58,1,9,12,1,13.5
1.25,5,4,2,0,13.5
2.13,9,7,7,0,3.5
1.53,0,2,3,0,16.5
2.33,6,0,12,1,9.5
2.33,6,0,10,1,9.5
2.33,6,0,9,1,10.0
2.33,6,0,0,1,20.5
0.99,4,5,1,1,27.5
2.45,10,2,9,1,9.0
1.56,2,0,6,0,11.0
3.29,0,9,6,0,19.5
0.62,11,5,0,1,16.0
1.35,5,1,9,1,7.0
1.35,5,1,1,1,26.0
1.78,0,5,10,1,10.5
3.14,11,2,3,0,26.0
1.35,5,1,11,1,12.5
0.62,11,5,10,1,7.5
1.5,0,3,12,1,7.5
1.95,1,6,2,0,16.5
4.61,3,4,3,0,30.0
4.55,4,2,7,0,7.0
0.92,7,6,9,1,5.5
1.19,11,6,6,0,13.5
1.19,11,6,2,0,13.5
1.25,5,4,10,1,7.5
1.43,0,8,6,0,10.5
1.43,0,8,3,0,16.5
2.66,10,3,12,1,10.5
0.44,9,4,3,0,16.5
1.15,4,6,2,0,13.5
1.15,4,6,5,0,7.0
1.15,4,6,6,0,11.0
1.03,6,4,6,0,10.5
1.34,3,0,12,1,9.5
1.34,3,0,1,1,26.0
0.55,9,10,12,1,7.0
0.55,9,10,9,1,7.5
1.7,6,10,3,0,34.0
0.91,1,5,10,1,7.0
0.91,1,5,12,1,7.0
4.61,2,4,6,0,22.5
1.44,3,0,2,0,13.5
1.88,1,6,3,0,22.5
2.66,3,10,12,1,10.5
0.59,9,10,5,0,7.0
2.14,9,11,10,1,9.5
2.14,9,11,9,1,10.0
1.03,7,6,9,1,5.5
1.03,7,6,10,1,7.5
2.36,3,1,6,0,13.5
2.7,6,0,9,1,12.0
1.1,6,7,4,0,26.0
2.82,11,9,11,1,15.0
2.23,5,0,4,0,34.0
2.23,5,0,3,0,22.5
1.28,10,9,0,1,18.0
4.2,3,10,2,0,26.0
0.77,5,11,5,0,7.0
0.77,5,11,4,0,26.0
0.77,5,11,3,0,16.5
3.05,11,2,10,1,11.5
3.05,11,2,0,1,26.0
3.15,2,7,4,0,32.5
1.55,10,6,5,0,7.0
1.55,10,6,3,0,19.5
1.55,10,6,2,0,13.5
1.16,11,6,12,1,7.0
4.57,4,8,9,1,10.0
2.32,5,0,9,1,8.5
1.41,10,6,12,1,8.5
2.17,9,7,0,1,18.5
1.41,10,6,0,1,17.5
4.57,4,8,12,1,12.0
2.32,5,0,1,1,32.0
1.41,10,6,11,1,13.5
0.61,11,5,11,1,10.5
0.61,11,5,0,1,16.0
2.72,11,3,0,1,20.5
1.44,3,0,3,0,19.5
1.44,3,0,7,0,5.0
1.5,0,3,11,1,12.5
